Departure_Date_Key,Arrival_Date_Key,Departure_Time_Key,Arrival_Time_Key,Origin_Airport_Key,Destination_Airport_Key,Airline_Key,Aircraft_Key,Departure_time,Distance_km,Delay_minutes,Passenger
2022-10-21,2022-10-21,15:40,23:27,CAN,DXB,PK,1064,2022-10-21 15:40:00,5827.11,0,365
2023-06-25,2023-06-25,00:34,04:18,SZX,SIN,TG,1030,2023-06-25 00:34:00,2592.66,0,180
2025-07-20,2025-07-21,13:50,09:29,GRU,PER,TG,1095,2025-07-20 16:01:00,13580.74,131,70
2025-08-10,2025-08-11,20:51,16:01,ATL,SYD,EK,1073,2025-08-10 20:51:00,14943.02,0,120
2023-01-27,2023-01-27,12:04,22:34,CDG,CLT,ET,1006,2023-01-27 13:42:00,6701.06,98,143
2023-06-15,2023-06-16,12:28,00:37,MAD,SFO,CA,1031,2023-06-15 12:28:00,9329.87,0,58
2023-03-03,2023-03-04,13:41,00:59,BOG,CDG,DL,1005,2023-03-03 13:41:00,8644.5,0,423
2021-09-07,2021-09-07,13:42,18:06,ATL,YYZ,AA,1056,2021-09-07 16:07:00,1190.87,145,120
2022-03-02,2022-03-03,21:50,01:03,DEL,DXB,AZ,1028,2022-03-02 21:50:00,2183.07,0,69
2020-04-22,2020-04-23,23:27,16:29,PHX,SYD,CA,1096,2020-04-23 00:18:00,12558.75,51,423
2021-11-20,2021-11-21,08:51,00:11,PVG,JFK,UL,1092,2021-11-20 08:51:00,11873.35,0,51
2022-10-24,2022-10-25,21:27,00:40,DEL,DXB,NH,1049,2022-10-24 21:27:00,2183.07,0,27
2022-08-12,2022-08-13,19:42,00:06,LAS,YYZ,MU,1001,2022-08-12 19:42:00,3120.72,0,237
2024-06-03,2024-06-04,21:17,09:48,MUC,LAX,TG,1085,2024-06-03 21:17:00,9615.91,0,56
2021-10-27,2021-10-28,23:31,09:24,BOM,MAD,AF,1007,2021-10-27 23:31:00,7517.79,0,109
2025-10-05,2025-10-06,15:20,05:06,ICN,YYZ,BT,1070,2025-10-05 15:20:00,10617.98,0,236
2024-06-25,2024-06-25,08:52,12:58,CAN,HND,AZ,1080,2024-06-25 08:52:00,2884.76,0,191
2020-09-26,2020-09-27,14:44,03:33,HND,LHR,NZ,1043,2020-09-26 15:04:00,9591.55,20,134
2022-09-12,2022-09-13,13:54,08:04,BOM,DFW,WY,1001,2022-09-12 13:54:00,14135.57,0,209
2023-05-29,2023-05-29,04:05,16:33,LHR,BKK,BT,1039,2023-05-29 04:05:00,9576.92,0,284
2023-03-12,2023-03-12,04:05,21:47,MNL,IAD,NH,1039,2023-03-12 04:05:00,13767.91,0,211
2021-06-06,2021-06-07,11:29,07:28,MIA,HGH,HG,1085,2021-06-06 14:13:00,13405.45,164,71
2024-12-19,2024-12-19,11:30,14:12,CLT,YYZ,ET,1009,2024-12-19 12:31:00,947.87,61,375
2023-01-17,2023-01-17,01:07,10:05,BCN,DEL,IB,1002,2023-01-17 01:07:00,6773.59,0,65
2023-05-18,2023-05-19,22:06,01:16,PEK,NRT,CA,1040,2023-05-18 22:06:00,2133.98,0,226
2022-11-29,2022-11-30,20:43,00:54,DEL,BKK,U2,1029,2022-11-29 20:43:00,2947.83,0,113
2023-02-25,2023-02-25,18:10,23:14,ICN,BKK,IB,1021,2023-02-25 18:10:00,3666.37,0,230
2021-12-01,2021-12-01,17:18,22:30,LAX,MIA,QF,1040,2021-12-01 17:18:00,3762.88,0,233
2021-07-31,2021-07-31,06:40,20:00,MAD,PVG,BT,1008,2021-07-31 06:40:00,10268.23,0,158
2021-07-12,2021-07-12,00:05,09:39,BKK,BNE,LH,1041,2021-07-12 00:05:00,7260.7,0,43
2022-01-05,2022-01-05,10:41,23:25,FRA,GRU,AF,1066,2022-01-05 10:41:00,9798.08,0,257
2021-02-09,2021-02-09,04:49,19:58,SEA,IST,NH,1027,2021-02-09 07:18:00,9745.42,149,306
2024-03-01,2024-03-01,00:47,09:12,FRA,YYZ,MU,1040,2024-03-01 00:47:00,6342.81,0,162
2022-09-25,2022-09-26,20:53,07:07,PEK,FRA,BA,1035,2022-09-25 20:53:00,7788.54,0,64
2021-09-27,2021-09-28,19:31,07:31,BKK,AMS,TK,1000,2021-09-27 19:31:00,9206.64,0,153
2025-08-14,2025-08-14,00:17,03:16,PVG,CAN,MH,1027,2025-08-14 01:16:00,1203.4,59,269
2024-02-19,2024-02-19,00:53,19:04,IAD,BKK,UX,1037,2024-02-19 00:53:00,14158.48,0,370
2020-06-05,2020-06-05,01:41,18:24,IAH,TFU,AA,1016,2020-06-05 01:41:00,12974.38,0,233
2022-04-28,2022-04-28,03:36,18:45,LAX,MAD,WY,1079,2022-04-28 06:32:00,9384.85,176,117
2021-12-05,2021-12-06,15:59,12:27,EWR,SYD,KE,1063,2021-12-05 15:59:00,15980.52,0,411
2024-10-06,2024-10-07,18:59,05:08,DEN,AMS,AZ,1020,2024-10-06 18:59:00,7723.21,0,280
2023-06-11,2023-06-11,20:11,22:10,EWR,ATL,ET,1018,2023-06-11 20:11:00,1198.39,0,41
2023-01-02,2023-01-02,10:14,17:24,PHX,YYZ,CA,1056,2023-01-02 13:08:00,3013.38,174,150
2021-02-25,2021-02-25,09:58,11:17,BOS,IAD,U2,1046,2021-02-25 09:58:00,662.8,0,308
2022-06-30,2022-07-01,06:07,01:02,PER,SFO,MU,1031,2022-06-30 06:07:00,14734.08,0,92
2020-07-23,2020-07-24,23:25,13:26,BOS,PEK,IB,1006,2020-07-23 23:25:00,10815.55,0,159
2020-01-27,2020-01-28,13:47,03:44,JFK,DOH,CA,1081,2020-01-27 13:47:00,10769.3,0,93
2025-08-10,2025-08-10,08:42,21:24,FCO,KUL,LH,1036,2025-08-10 08:42:00,9760.21,0,176
2025-08-20,2025-08-21,16:49,10:47,BNE,GRU,ET,1002,2025-08-20 16:49:00,13985.52,0,71
2025-01-24,2025-01-25,13:19,08:05,PER,MAD,BT,1056,2025-01-24 13:19:00,14614.03,0,132
2025-09-16,2025-09-17,03:59,00:50,PER,DEN,BT,1030,2025-09-16 03:59:00,16283.9,0,146
2020-09-12,2020-09-13,14:49,03:06,MUC,SFO,PK,1006,2020-09-12 14:49:00,9436.98,0,141
2022-04-06,2022-04-06,00:47,07:05,ICN,DEL,EK,1096,2022-04-06 00:47:00,4652.38,0,308
2021-07-14,2021-07-14,00:40,04:03,SFO,LAX,UX,1029,2021-07-14 02:53:00,543.66,133,94
2023-04-26,2023-04-26,04:45,19:35,DEL,BOS,HG,1087,2023-04-26 04:45:00,11478.92,0,293
2023-07-20,2023-07-21,17:28,06:48,FRA,SIN,LY,1002,2023-07-20 17:28:00,10278.41,0,83
2021-08-26,2021-08-26,02:54,10:32,YYZ,LHR,AZ,1009,2021-08-26 02:54:00,5707.16,0,242
2024-12-10,2024-12-11,23:47,05:11,SIN,BOM,MH,1056,2024-12-10 23:47:00,3920.72,0,157
2021-09-08,2021-09-08,12:21,14:11,CAN,SZX,PK,1042,2021-09-08 13:34:00,98.78,73,59
2022-05-02,2022-05-02,02:35,13:34,IST,KUL,SU,1040,2022-05-02 02:35:00,8388.93,0,251
2025-08-14,2025-08-15,16:42,02:14,MCO,CDG,BA,1024,2025-08-14 16:42:00,7238.28,0,178
2025-05-23,2025-05-24,12:06,08:29,ATL,KUL,BA,1044,2025-05-23 12:06:00,15918.21,0,111
2022-09-03,2022-09-03,11:20,15:34,HND,MNL,QF,1042,2022-09-03 11:20:00,2995.62,0,73
2021-04-29,2021-04-30,17:08,04:47,ICN,CDG,SK,1094,2021-04-29 17:08:00,8927.29,0,150
2023-12-16,2023-12-17,14:20,03:25,ORD,NRT,U2,1022,2023-12-16 14:20:00,10073.23,0,66
2023-05-07,2023-05-08,16:06,01:28,MAD,MIA,EK,1092,2023-05-07 16:06:00,7105.73,0,54
2025-03-18,2025-03-19,21:58,17:09,KUL,ORD,PK,1051,2025-03-18 21:58:00,14948.68,0,193
2024-04-21,2024-04-22,19:34,06:33,DEN,MUC,KL,1012,2024-04-21 19:34:00,8387.23,0,63
2020-11-22,2020-11-22,05:21,17:55,DEN,AMS,IB,1063,2020-11-22 07:46:00,7723.21,145,433
2025-08-30,2025-08-31,23:37,11:25,DXB,PER,ET,1012,2025-08-30 23:37:00,9041.46,0,68
2020-12-27,2020-12-27,01:56,22:56,BKK,GRU,PK,1058,2020-12-27 01:56:00,16404.19,0,185
2021-12-24,2021-12-24,12:29,21:26,ATL,LHR,KE,1029,2021-12-24 12:29:00,6760.95,0,113
2024-11-05,2024-11-06,23:46,18:17,IAH,BOM,PK,1061,2024-11-05 23:46:00,14413.46,0,97
2021-03-13,2021-03-13,14:35,21:22,JFK,SFO,MS,1059,2021-03-13 15:41:00,4152.06,66,336
2024-09-23,2024-09-23,16:00,17:10,LAX,SFO,LY,1033,2024-09-23 16:00:00,543.66,0,203
2025-03-22,2025-03-23,12:47,01:51,BCN,HKG,LY,1043,2025-03-22 12:47:00,10058.56,0,149
2024-12-14,2024-12-15,15:29,05:07,BKK,MAD,LY,1006,2024-12-14 15:53:00,10192.4,24,125
2024-03-11,2024-03-12,12:59,00:45,HKG,MUC,KL,1055,2024-03-11 12:59:00,9019.67,0,294
2024-03-17,2024-03-18,15:24,12:12,BOS,SYD,CA,1010,2024-03-17 15:24:00,16250.41,0,127
2022-04-20,2022-04-20,03:46,18:00,DFW,ICN,VN,1079,2022-04-20 03:46:00,10987.64,0,85
2020-07-16,2020-07-17,15:45,06:02,SFO,TFU,FR,1031,2020-07-16 15:45:00,11026.96,0,58
2020-12-03,2020-12-04,19:58,14:16,BOM,MIA,DL,1067,2020-12-03 19:58:00,14242.46,0,273
2021-01-07,2021-01-07,03:34,09:04,NRT,MNL,JJ,1079,2021-01-07 04:46:00,3051.82,72,115
2022-05-18,2022-05-18,11:12,14:23,DEN,CLT,VS,1040,2022-05-18 11:12:00,2148.19,0,181
2023-09-12,2023-09-13,19:26,05:38,MIA,FRA,G3,1010,2023-09-12 19:26:00,7762.37,0,102
2025-04-20,2025-04-20,01:33,10:51,PER,PVG,AA,1049,2025-04-20 01:33:00,7041.6,0,37
2020-09-30,2020-10-01,21:49,19:36,IAH,PER,AM,1007,2020-09-30 21:49:00,17032.8,0,92
2021-04-11,2021-04-12,18:59,05:43,CDG,PEK,TK,1069,2021-04-11 18:59:00,8190.07,0,57
2020-08-02,2020-08-02,06:48,08:58,HKG,TFU,FR,1081,2020-08-02 06:48:00,1343.3,0,75
2023-05-08,2023-05-08,04:56,19:08,PEK,EWR,EK,1075,2023-05-08 04:56:00,10967.94,0,83
2022-09-30,2022-10-01,10:23,07:33,BNE,LHR,KE,1037,2022-09-30 10:23:00,16542.93,0,325
2020-11-03,2020-11-04,11:31,00:06,LAX,BCN,TG,1047,2020-11-03 11:31:00,9674.63,0,265
2024-01-03,2024-01-04,14:45,01:40,ICN,SYD,KL,1071,2024-01-03 14:45:00,8341.45,0,183
2022-07-08,2022-07-09,20:22,07:13,TFU,BNE,KL,1098,2022-07-08 20:22:00,8285.41,0,75
2024-04-15,2024-04-16,11:42,02:52,PVG,BOS,VS,1007,2024-04-15 11:42:00,11736.7,0,106
2024-11-09,2024-11-09,05:22,15:15,BKK,IST,PK,1034,2024-11-09 05:22:00,7513.86,0,192
2023-05-29,2023-05-29,06:46,16:31,ATL,FRA,AM,1060,2023-05-29 06:46:00,7408.55,0,131
2024-01-15,2024-01-16,20:46,13:24,DFW,DXB,KL,1084,2024-01-15 20:46:00,12919.21,0,154
2022-02-07,2022-02-07,11:35,16:18,BOM,TFU,SV,1008,2022-02-07 11:35:00,3383.06,0,215
2022-06-28,2022-06-28,08:24,14:14,HND,TFU,OZ,1058,2022-06-28 09:33:00,3355.05,69,220
2025-09-11,2025-09-12,13:54,00:58,CDG,SEA,BT,1065,2025-09-11 14:25:00,8049.23,31,89
2022-10-18,2022-10-19,08:40,01:59,SZX,ATL,OZ,1011,2022-10-18 08:40:00,13465.71,0,64
2022-07-10,2022-07-11,16:12,09:07,DFW,DOH,EY,1023,2022-07-10 16:42:00,12744.47,30,158
2023-12-22,2023-12-22,01:32,18:06,JFK,CAN,EK,1041,2023-12-22 01:32:00,12857.32,0,41
2021-08-25,2021-08-25,00:32,08:59,AMS,DEL,VS,1069,2021-08-25 00:32:00,6363.75,0,56
2025-04-29,2025-04-29,08:08,19:29,IST,SIN,U2,1062,2025-04-29 08:08:00,8680.14,0,43
2022-02-11,2022-02-12,19:50,01:14,SIN,BOM,MS,1000,2022-02-11 19:50:00,3920.72,0,153
2025-01-03,2025-01-03,02:01,10:15,DOH,CAN,LH,1081,2025-01-03 02:01:00,6196.87,0,88
2022-04-22,2022-04-23,08:37,01:26,DEL,PHX,JL,1058,2022-04-22 08:37:00,13055.22,0,162
2020-06-29,2020-06-29,11:22,13:32,HKG,TFU,ET,1032,2020-06-29 11:22:00,1343.3,0,45
2020-05-06,2020-05-07,23:04,13:14,BKK,BCN,VY,1044,2020-05-07 00:36:00,9713.11,92,102
2023-02-17,2023-02-17,00:39,21:11,CLT,SYD,KL,1000,2023-02-17 01:34:00,15297.45,55,138
2024-06-06,2024-06-07,17:09,07:17,MAD,BKK,MU,1007,2024-06-06 18:03:00,10192.4,54,100
2021-10-16,2021-10-16,15:04,21:01,YYZ,BOG,HG,1042,2021-10-16 15:04:00,4367.18,0,48
2021-05-28,2021-05-28,03:48,12:54,EWR,FCO,NZ,1073,2021-05-28 03:48:00,6890.88,0,146
2024-01-28,2024-01-28,14:15,20:04,BOM,SZX,UL,1047,2024-01-28 14:15:00,4259.44,0,223
2025-04-15,2025-04-16,11:30,08:30,GRU,BKK,VY,1078,2025-04-15 11:30:00,16404.19,0,73
2022-06-07,2022-06-07,11:24,16:40,LAS,BOS,SA,1000,2022-06-07 11:24:00,3822.26,0,176
2022-07-04,2022-07-04,14:41,23:22,FRA,IAD,LH,1031,2022-07-04 14:41:00,6549.29,0,95
2021-05-23,2021-05-24,21:24,09:59,BCN,LAX,MU,1031,2021-05-23 21:24:00,9674.63,0,70
2023-09-07,2023-09-07,08:53,22:24,SEA,SZX,FJ,1004,2023-09-07 08:53:00,10417.82,0,40
2020-05-28,2020-05-28,19:59,22:24,ICN,HND,QR,1010,2020-05-28 20:24:00,1209.94,25,117
2025-01-23,2025-01-23,00:24,21:01,FRA,BNE,SA,1085,2025-01-23 00:24:00,16101.17,0,70
2025-06-29,2025-06-29,10:14,15:34,KUL,DEL,SK,1048,2025-06-29 10:14:00,3876.28,0,82
2023-04-06,2023-04-06,03:19,20:51,DXB,BOG,HG,1008,2023-04-06 03:19:00,13630.74,0,194
2025-04-09,2025-04-09,01:22,04:01,BOM,DEL,AC,1046,2025-04-09 02:06:00,1137.06,44,361
2024-10-27,2024-10-27,02:31,20:13,BKK,ORD,QR,1034,2024-10-27 02:31:00,13762.22,0,143
2020-08-15,2020-08-16,17:22,02:04,CDG,DEL,CZ,1055,2020-08-15 17:22:00,6566.13,0,375
2021-02-26,2021-02-27,22:52,09:22,PEK,PER,PK,1054,2021-02-26 22:52:00,8008.55,0,43
2024-10-27,2024-10-27,05:03,10:08,YYZ,DEN,U2,1007,2024-10-27 07:00:00,2111.92,117,90
2024-01-10,2024-01-10,01:13,04:34,BOM,DOH,QF,1096,2024-01-10 01:13:00,2291.26,0,360
2021-01-15,2021-01-15,17:18,20:12,DEN,ATL,KL,1024,2021-01-15 17:18:00,1926.35,0,198
2023-04-04,2023-04-04,06:30,20:31,PEK,BOS,KL,1087,2023-04-04 06:30:00,10815.55,0,372
2024-05-08,2024-05-08,13:44,23:05,YYZ,FCO,JL,1011,2024-05-08 13:44:00,7085.21,0,89
2022-10-02,2022-10-03,20:23,09:38,BNE,DEL,AF,1040,2022-10-02 20:23:00,10207.74,0,212
2025-11-14,2025-11-15,21:52,12:36,LAX,HGH,HG,1059,2025-11-14 22:53:00,10579.65,61,297
2025-09-09,2025-09-10,21:21,10:33,MNL,MUC,EK,1046,2025-09-09 21:21:00,10165.06,0,281
2023-07-11,2023-07-11,10:35,23:49,BKK,MAD,CZ,1098,2023-07-11 10:35:00,10192.4,0,104
2024-12-30,2024-12-30,05:57,17:35,LAS,HND,KL,1034,2024-12-30 05:57:00,8909.4,0,193
2024-09-06,2024-09-06,07:47,21:52,CAN,FCO,AM,1067,2024-09-06 09:56:00,9155.25,129,243
2024-08-02,2024-08-03,14:34,13:43,YYZ,PER,VN,1050,2024-08-02 14:34:00,18129.15,0,108
2025-06-17,2025-06-18,21:16,00:52,KUL,MNL,VY,1030,2025-06-17 21:16:00,2489.94,0,174
2022-08-27,2022-08-27,14:26,22:08,JFK,MAD,CZ,1024,2022-08-27 14:26:00,5760.44,0,224
2020-09-27,2020-09-27,11:14,14:16,BOS,MIA,OZ,1086,2020-09-27 11:14:00,2027.83,0,175
2024-02-26,2024-02-27,12:09,02:59,ORD,HGH,QF,1071,2024-02-26 12:09:00,11476.5,0,207
2020-12-11,2020-12-12,13:16,05:22,ORD,SZX,VN,1074,2020-12-11 13:16:00,12491.05,0,221
2021-03-01,2021-03-01,15:12,23:55,KUL,SYD,AZ,1056,2021-03-01 15:12:00,6584.49,0,170
2025-03-04,2025-03-05,06:58,03:25,IAH,SIN,SK,1083,2025-03-04 06:58:00,15970.46,0,190
2022-07-19,2022-07-20,18:47,12:06,BOM,DEN,AZ,1025,2022-07-19 18:47:00,13455.77,0,124
2025-06-25,2025-06-25,00:18,15:46,EWR,HGH,CA,1083,2025-06-25 00:18:00,11986.26,0,192
2024-02-26,2024-02-27,22:31,08:05,MAD,DEL,AC,1016,2024-02-26 22:31:00,7254.84,0,280
2022-04-14,2022-04-14,07:39,10:32,BKK,TFU,UL,1093,2022-04-14 07:39:00,1908.4,0,177
2025-10-30,2025-10-31,15:25,03:08,IST,NRT,ET,1008,2025-10-30 15:25:00,8981.39,0,227
2020-12-26,2020-12-27,06:04,03:36,MIA,KUL,QR,1062,2020-12-26 06:04:00,16834.15,0,54
2024-12-30,2024-12-31,05:48,05:39,SZX,BOG,TK,1026,2024-12-30 08:05:00,16854.25,137,114
2021-03-21,2021-03-22,20:42,02:26,BOG,BOS,EK,1087,2021-03-21 20:42:00,4199.54,0,298
2024-02-11,2024-02-12,12:34,02:23,IST,LAS,CA,1099,2024-02-11 12:34:00,10660.27,0,40
2024-04-09,2024-04-10,12:08,02:11,NRT,IAD,MS,1013,2024-04-09 12:08:00,10842.71,0,411
2021-08-20,2021-08-20,13:30,15:44,SEA,LAS,G3,1087,2021-08-20 13:30:00,1394.76,0,314
2023-01-21,2023-01-22,22:59,14:32,DXB,SYD,LA,1056,2023-01-21 22:59:00,12043.42,0,178
2023-06-06,2023-06-07,15:08,09:34,CAN,MIA,FJ,1093,2023-06-06 15:08:00,14353.44,0,201
2022-08-02,2022-08-03,21:44,01:44,ATL,LAS,QF,1079,2022-08-02 21:44:00,2804.88,0,83
2024-07-31,2024-07-31,13:37,15:18,FCO,FRA,AZ,1025,2024-07-31 13:37:00,958.81,0,76
2021-03-13,2021-03-13,05:11,14:15,JFK,FCO,AF,1020,2021-03-13 05:11:00,6865.56,0,293
2021-05-24,2021-05-25,14:51,05:04,PEK,BOS,SA,1086,2021-05-24 15:03:00,10815.55,12,120
2021-12-07,2021-12-07,20:11,21:08,IAH,DFW,NZ,1069,2021-12-07 20:11:00,361.63,0,46
2024-12-16,2024-12-17,08:48,06:07,SYD,AMS,PK,1091,2024-12-16 08:48:00,16657.66,0,52
2024-11-24,2024-11-25,15:25,15:03,GRU,HGH,NZ,1061,2024-11-24 15:25:00,18513.54,0,72
2020-01-03,2020-01-03,05:20,09:45,IAD,PHX,QR,1067,2020-01-03 05:20:00,3141.04,0,231
2023-07-30,2023-07-30,03:16,16:47,MNL,FCO,PK,1096,2023-07-30 03:16:00,10424.29,0,278
2024-12-31,2024-12-31,00:11,09:22,MAD,ATL,ET,1068,2024-12-31 00:11:00,6959.85,0,37
2021-06-09,2021-06-09,04:25,06:14,MAD,CDG,AA,1043,2021-06-09 04:25:00,1061.65,0,144
2022-09-09,2022-09-10,17:05,05:13,MUC,BOG,JL,1019,2022-09-09 17:05:00,9316.71,0,45
2022-11-02,2022-11-03,10:41,03:17,ATL,NRT,PK,1096,2022-11-02 13:02:00,11000.89,141,337
2021-05-18,2021-05-18,08:23,20:21,MAD,DFW,VS,1008,2021-05-18 09:54:00,7972.12,91,197
2022-03-12,2022-03-12,17:03,19:15,MCO,IAH,CA,1015,2022-03-12 17:03:00,1371.65,0,80
2020-01-24,2020-01-24,13:21,17:31,CAN,NRT,EK,1045,2020-01-24 13:21:00,2945.31,0,77
2022-06-03,2022-06-04,11:47,05:34,EWR,TFU,SV,1026,2022-06-03 13:58:00,12088.38,131,83
2023-02-21,2023-02-22,21:06,08:33,LHR,LAX,QF,1053,2023-02-21 21:06:00,8760.2,0,57
2021-11-03,2021-11-04,16:26,07:15,SFO,HKG,UA,1010,2021-11-03 16:51:00,11127.55,25,131
2021-10-17,2021-10-17,04:31,21:08,BNE,DEN,WY,1004,2021-10-17 04:31:00,12902.47,0,40
2020-12-24,2020-12-25,13:43,02:42,ICN,LAX,ET,1093,2020-12-24 14:10:00,9626.85,27,149
2024-05-11,2024-05-12,16:38,01:11,JFK,CDG,VY,1011,2024-05-11 17:24:00,5833.48,46,71
2022-04-04,2022-04-04,02:21,11:34,SZX,BNE,TG,1082,2022-04-04 02:21:00,6983.25,0,36
2025-08-08,2025-08-09,23:34,13:16,PEK,YYZ,QR,1023,2025-08-08 23:34:00,10560.52,0,128
2025-10-23,2025-10-24,13:32,08:18,PER,MAD,BA,1025,2025-10-23 13:32:00,14614.03,0,112
2020-06-27,2020-06-27,01:05,02:45,LHR,MUC,WY,1026,2020-06-27 01:05:00,941.05,0,103
2025-04-26,2025-04-27,20:16,13:05,DEL,PHX,AM,1055,2025-04-26 20:16:00,13055.22,0,312
2024-08-22,2024-08-23,18:35,03:07,BNE,KUL,EK,1025,2024-08-22 18:35:00,6439.68,0,105
2023-08-19,2023-08-19,06:37,09:28,CAN,PEK,SU,1022,2023-08-19 06:37:00,1881.3,0,42
2024-06-20,2024-06-20,22:06,23:40,CDG,BCN,HG,1084,2024-06-20 22:06:00,858.34,0,187
2024-03-18,2024-03-19,21:21,19:08,BOG,DEL,FJ,1088,2024-03-18 23:38:00,15205.02,137,75
2025-08-20,2025-08-21,09:37,01:48,DEL,CLT,FR,1046,2025-08-20 09:37:00,12559.42,0,414
2021-07-15,2021-07-15,13:58,23:00,HND,BKK,SV,1098,2021-07-15 16:46:00,4588.37,168,104
2020-11-27,2020-11-27,05:33,15:20,SYD,SZX,FR,1012,2020-11-27 05:33:00,7429.81,0,66
2023-05-03,2023-05-04,15:04,08:20,BNE,DOH,AZ,1098,2023-05-03 16:26:00,12330.44,82,100
2022-11-28,2022-11-28,19:12,20:31,BOS,IAD,VY,1081,2022-11-28 19:12:00,662.8,0,72
2021-08-31,2021-09-01,17:50,05:58,AMS,HND,LY,1009,2021-08-31 17:50:00,9316.34,0,260
2022-11-15,2022-11-15,00:40,17:52,DFW,MNL,BT,1031,2022-11-15 00:40:00,13372.33,0,62
2024-05-10,2024-05-10,02:23,20:26,MCO,BOM,UL,1065,2024-05-10 02:23:00,14046.55,0,105
2024-12-08,2024-12-08,01:22,19:46,BNE,ORD,PK,1050,2024-12-08 01:22:00,14328.47,0,108
2025-10-23,2025-10-24,21:15,04:53,YYZ,LHR,OZ,1098,2025-10-23 21:15:00,5707.16,0,96
2025-02-12,2025-02-12,00:56,07:27,PHX,JFK,VN,1073,2025-02-12 02:38:00,3457.7,102,158
2025-07-29,2025-07-30,15:15,04:07,ICN,LHR,TG,1098,2025-07-29 16:33:00,8861.34,78,88
2023-07-12,2023-07-13,12:35,03:38,MAD,MNL,BT,1048,2023-07-12 12:35:00,11651.62,0,120
2024-04-21,2024-04-21,00:20,10:51,IST,PVG,LA,1083,2024-04-21 00:20:00,8022.74,0,286
2020-12-05,2020-12-05,11:46,20:34,MUC,YYZ,MS,1034,2020-12-05 11:46:00,6640.56,0,156
2023-02-22,2023-02-22,02:25,07:39,PVG,KUL,VS,1096,2023-02-22 02:25:00,3797.01,0,272
2020-11-10,2020-11-10,11:03,13:01,ATL,DFW,JL,1094,2020-11-10 11:03:00,1174.74,0,93
2025-05-01,2025-05-02,22:52,00:52,PVG,CAN,SA,1086,2025-05-01 22:52:00,1203.4,0,128
2023-06-27,2023-06-28,19:25,03:26,YYZ,CDG,WS,1033,2023-06-27 19:25:00,6019.47,0,293
2022-03-31,2022-03-31,03:32,14:23,TFU,BNE,UX,1043,2022-03-31 03:32:00,8285.41,0,131
2021-09-02,2021-09-02,14:33,19:11,DOH,BOM,NZ,1096,2021-09-02 15:50:00,2291.26,77,391
2020-09-02,2020-09-03,10:18,01:54,PHX,CAN,LA,1011,2020-09-02 10:18:00,12082.07,0,83
2022-05-09,2022-05-10,11:45,04:28,TFU,IAH,WY,1022,2022-05-09 11:45:00,12974.38,0,60
2025-05-03,2025-05-04,11:58,04:46,DOH,LAS,JL,1011,2025-05-03 11:58:00,13052.34,0,83
2023-10-31,2023-11-01,07:57,05:16,AMS,SYD,U2,1091,2023-10-31 07:57:00,16657.66,0,45
2020-10-12,2020-10-13,21:56,10:36,AMS,HKG,SV,1031,2020-10-12 22:31:00,9274.35,35,68
2024-08-15,2024-08-15,14:44,15:18,HND,NRT,AM,1020,2024-08-15 14:44:00,60.67,0,313
2023-02-19,2023-02-20,16:27,08:06,GRU,LAS,VY,1090,2023-02-19 19:23:00,9782.37,176,230
2022-09-15,2022-09-16,04:24,01:01,BNE,FRA,CA,1049,2022-09-15 04:24:00,16101.17,0,39
2024-07-30,2024-07-30,03:53,11:42,BCN,BOS,NZ,1090,2024-07-30 03:53:00,5858.6,0,259
2020-04-23,2020-04-23,02:23,15:38,ICN,LHR,VN,1095,2020-04-23 04:04:00,8861.34,101,65
2024-02-06,2024-02-06,04:44,18:15,MNL,FCO,AM,1026,2024-02-06 04:44:00,10424.29,0,97
2020-04-25,2020-04-25,00:05,12:01,FCO,CAN,AC,1098,2020-04-25 00:05:00,9155.25,0,88
2025-08-17,2025-08-17,03:10,18:14,HKG,LAX,UL,1030,2025-08-17 03:10:00,11664.33,0,191
2024-09-13,2024-09-13,01:52,14:20,MIA,IST,SV,1092,2024-09-13 01:52:00,9583.51,0,71
2023-07-01,2023-07-01,03:33,18:50,BNE,SEA,AC,1031,2023-07-01 03:33:00,11829.28,0,66
2021-05-31,2021-06-01,18:11,05:39,SFO,AMS,SU,1062,2021-05-31 18:11:00,8785.5,0,70
2025-03-07,2025-03-08,23:10,10:22,ICN,DOH,VS,1011,2025-03-08 01:04:00,7051.81,114,90
2020-10-11,2020-10-11,13:55,21:20,JFK,LHR,EY,1059,2020-10-11 13:55:00,5540.01,0,358
2021-02-28,2021-02-28,05:13,17:08,AMS,CAN,WY,1075,2021-02-28 05:13:00,9139.37,0,113
2021-02-23,2021-02-23,09:49,20:22,MAD,DEN,LH,1008,2021-02-23 09:49:00,8041.31,0,200
2025-09-14,2025-09-14,10:41,21:04,MUC,JFK,EK,1084,2025-09-14 12:28:00,6480.9,107,193
2021-05-03,2021-05-04,11:40,08:59,AMS,SYD,UX,1039,2021-05-03 11:40:00,16657.66,0,255
2020-05-14,2020-05-14,13:37,14:37,PHX,LAS,SA,1039,2020-05-14 13:37:00,411.29,0,273
2020-04-11,2020-04-11,16:02,18:24,DFW,CLT,KE,1069,2020-04-11 16:02:00,1503.33,0,61
2024-01-17,2024-01-18,21:20,17:17,PHX,SIN,AM,1041,2024-01-17 22:31:00,14615.25,71,65
2023-06-22,2023-06-22,09:28,15:43,ICN,KUL,SA,1051,2023-06-22 09:28:00,4611.51,0,267
